,DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/ Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,dbn,total_students,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,pct_stu_safe,girls,boys,pbat,international,specialized,transfer,ptech,earlycollege,school_accessibility_description,zip,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL
0,01M292,Orchard Collegiate Academy,High School,140,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,0.81,0.92,0.8,0.92,0.82,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,April 2017,2.47,2.12,0.14300000000000002,0.271,0.036000000000000004,0.8320000000000001,0.079,0.2,0.621,0.15,0.243,0.55,0.05,1.9,0.5,0.867,0.44799999999999995,0.973,01M292,171,0.66,0.87,0.78,0.36,0.93,,,,,,,,,2.0,10002,40.713684,-73.986336,3,1,201,1003223.0,1002690041.0
1,01M448,University Neighborhood High School,High School,392,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.82,0.88,0.76,0.89,0.86,0.92,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,2015-04-21T00:00:00.000,2.85,2.66,0.08900000000000001,0.14800000000000002,0.003,0.757,0.07400000000000001,0.17300000000000001,0.5379999999999999,0.301,0.245,0.42100000000000004,0.027999999999999997,7.5,0.429,0.925,0.244,0.971,01M448,465,0.9,0.93,0.73,0.7,0.92,,,,,,,,,,10002,40.712399,-73.98449699999999,3,1,202,1003214.0,1002590044.0
2,01M450,East Side Community School,High School,393,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.9,0.93,0.84,0.95,0.93,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,2015-05-26T00:00:00.000,3.06,2.93,0.01,0.244,0.0,0.586,0.008,0.055999999999999994,0.405,0.122,0.201,0.547,0.10400000000000001,15.8,0.78,0.94,0.16399999999999998,0.99,01M450,683,0.92,0.94,0.95,0.77,0.94,,,1.0,,,,,,,10009,40.729589000000004,-73.982555,3,2,34,1005974.0,1004390017.0
3,01M509,Marta Valle High School,High School,204,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,0.61,0.68,0.65,0.65,0.79,0.75,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,December 2016,2.63,2.21,0.08800000000000001,0.294,0.025,0.767,0.09300000000000001,0.142,0.618,0.028999999999999998,0.363,0.583,0.02,2.0,0.647,0.79,0.631,0.946,01M509,148,0.74,0.79,0.64,0.49,0.89,,,,,,,,,2.0,10002,40.720581,-73.98564499999999,3,1,3001,1004323.0,1003540080.0
4,01M539,"New Explorations into Science, Technology and Math",High School,614,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,0.81,0.75,0.72,0.74,0.91,0.81,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,April 2017,3.73,3.8,0.005,0.099,0.0,0.359,0.015,0.034,0.18100000000000002,0.345,0.124,0.174,0.319,2.0,0.638,0.953,0.102,0.972,01M539,1734,0.97,0.95,0.77,0.85,0.89,,,,,,,,,,10002,40.718895,-73.97930799999999,3,2,2201,1004070.0,1003350001.0
5,01M696,Bard High School Early College,High School,548,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.89,0.82,0.82,0.91,0.86,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"March 18, 2016",3.93,4.02,0.0,0.028999999999999998,0.0,0.38299999999999995,0.005,0.044000000000000004,0.23399999999999999,0.254,0.161,0.179,0.391,6.8,0.8390000000000001,0.945,0.13,0.98,01M696,588,0.99,0.95,0.9,0.98,0.96,,,,,,,,1.0,1.0,10002,40.719029,-73.975891,3,2,1002,1004062.0,1003250025.0
6,02M047,47 The American Sign Language and English Secondar,High School,179,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,,Meeting Target,0.65,0.77,0.68,0.84,0.8,0.84,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"February 12, 2015",2.83,2.37,0.05,0.257,0.045,0.732,0.061,0.12300000000000001,0.581,0.017,0.302,0.62,0.045,9.0,0.6,0.861,0.44299999999999995,0.978,02M047,165,0.91,0.86,0.55,0.62,0.92,,,,,,,,,2.0,10010,40.738548,-73.982455,6,2,64,,
7,02M135,The Urban Assembly School for Emergency Management,High School,315,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.73,0.68,0.76,0.84,0.84,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,October 2016,2.71,2.36,0.067,0.19,0.003,0.7120000000000001,0.076,0.149,0.524,0.057,0.27,0.61,0.048,4.0,0.792,0.83,0.511,0.9690000000000001,02M135,281,0.74,0.83,0.67,,0.86,,,,,,,,,1.0,10038,40.711442,-74.000851,1,1,29,1001388.0,1001130100.0
8,02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,High School,378,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.71,0.88,0.69,0.94,0.87,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,"December 19, 2014",2.62,2.35,0.069,0.272,0.008,0.7070000000000001,0.063,0.122,0.529,0.026000000000000002,0.259,0.619,0.077,4.0,0.33299999999999996,0.865,0.45299999999999996,0.982,02M139,394,0.83,0.87,0.84,,0.86,,,,,,,,,1.0,10019,40.76337,-73.990593,4,3,127,1026646.0,1010590015.0
9,02M260,M.S. 260 Clinton School Writers & Artists,High School,199,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,,0.85,0.82,0.77,0.86,0.89,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,,,,,,"March 3, 2015",3.61,3.32,0.01,0.18600000000000003,0.0,0.243,0.0,0.025,0.11599999999999999,0.111,0.075,0.161,0.603,5.8,0.647,0.966,0.055,0.976,02M260,604,,0.97,0.84,,0.96,,,,,,,,,1.0,10003,40.736518,-73.992725,5,2,52,1089902.0,1008420034.0
10,02M280,Manhattan Early College School for Advertising,High School,279,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,,0.76,0.83,0.76,0.9,0.89,0.88,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,"May 5, 2015",2.94,2.6,0.032,0.21899999999999997,0.011000000000000001,0.599,0.068,0.10400000000000001,0.434,0.065,0.355,0.444,0.09699999999999999,3.0,0.857,0.9159999999999999,0.265,0.981,02M280,367,,0.92,0.85,,0.86,,,,,,,1.0,1.0,1.0,10038,40.711442,-74.000851,1,1,29,1001388.0,1001130100.0
11,02M282,Urban Assembly Maker Academy,High School,290,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Exceeding Target,,0.79,0.92,0.72,0.96,0.91,0.95,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,November 2016,2.96,2.72,0.034,0.134,0.003,0.615,0.027999999999999997,0.114,0.441,0.11699999999999999,0.262,0.466,0.1,3.0,0.429,0.89,0.332,0.9840000000000001,02M282,386,,0.89,0.8,,0.86,,,,,,,,,1.0,10038,40.711442,-74.000851,1,1,29,1001388.0,1001130100.0
12,02M288,Food and Finance High School,High School,400,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.79,0.86,0.62,0.8,0.75,0.84,Proficient,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,May 2017,2.75,2.46,0.053,0.185,0.0,0.6859999999999999,0.043,0.12,0.518,0.05,0.38799999999999996,0.52,0.018000000000000002,13.0,0.75,0.8959999999999999,0.324,0.943,02M288,378,0.91,0.9,0.51,0.67,0.77,,,,,,,,,2.0,10019,40.765184000000005,-73.992953,4,3,135,1083802.0,1010790029.0
13,02M294,Essex Street Academy,High School,352,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.86,0.95,0.82,0.97,0.88,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"May 19, 2016",2.81,2.35,0.043,0.29,0.0,0.655,0.071,0.085,0.48,0.051,0.395,0.426,0.065,1.6,0.885,0.872,0.342,0.9690000000000001,02M294,340,0.83,0.87,0.87,0.74,0.96,,,1.0,,,,,,,10002,40.716778000000005,-73.989337,3,1,18,1005283.0,1004080030.0
14,02M296,High School of Hospitality Management,High School,398,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,,,Approaching Target,0.79,0.83,0.7,0.83,0.87,0.86,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,"February 11, 2015",2.55,2.19,0.085,0.214,0.023,0.758,0.098,0.11599999999999999,0.598,0.03,0.27399999999999997,0.643,0.027999999999999997,4.8,0.889,0.8170000000000001,0.512,0.97,02M296,391,0.7,0.82,0.46,0.54,0.88,,,,,,,,,2.0,10019,40.765184000000005,-73.992953,4,3,135,1083802.0,1010790029.0
15,02M298,Pace High School,High School,508,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.76,0.75,0.69,0.83,0.8,0.88,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-04-16T00:00:00.000,2.95,2.6,0.024,0.193,0.0,0.6609999999999999,0.033,0.079,0.49,0.085,0.321,0.524,0.026000000000000002,1.7,0.75,0.871,0.387,0.971,02M298,537,0.86,0.87,0.83,0.77,0.91,,,,,,,,,1.0,10002,40.716553000000005,-73.993092,3,1,16,1082489.0,1003010003.0
16,02M300,"Urban Assembly School of Design and Construction,",High School,391,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.77,0.69,0.78,0.83,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"March 29, 2016",2.56,2.35,0.11,0.235,0.01,0.706,0.087,0.159,0.512,0.033,0.256,0.665,0.027999999999999997,8.9,0.593,0.825,0.494,0.966,02M300,356,0.59,0.83,0.68,0.47,0.82,,,,,,,,,2.0,10019,40.765184000000005,-73.992953,4,3,135,1083802.0,1010790029.0
17,02M303,"Facing History School, The",High School,431,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.91,0.78,0.95,0.87,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"March 13, 2015",2.53,2.19,0.165,0.23199999999999998,0.0,0.79,0.109,0.155,0.613,0.016,0.255,0.6940000000000001,0.016,5.9,0.5760000000000001,0.818,0.53,0.9640000000000001,02M303,382,0.76,0.82,0.82,0.55,0.92,,,1.0,,,,,,2.0,10019,40.765184000000005,-73.992953,4,3,135,1083802.0,1010790029.0
18,02M305,"Urban Assembly Academy of Government and Law, The",High School,316,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.78,0.94,0.67,0.94,0.79,0.89,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,January 2017,2.69,2.3,0.051,0.23399999999999999,0.006,0.765,0.08199999999999999,0.193,0.5820000000000001,0.054000000000000006,0.364,0.547,0.032,3.0,0.40700000000000003,0.8420000000000001,0.517,0.977,02M305,307,0.84,0.84,0.55,0.61,0.84,,,,,,,,,,10002,40.716778000000005,-73.989337,3,1,18,1005283.0,1004080030.0
19,02M308,Lower Manhattan Arts Academy,High School,354,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.81,0.79,0.67,0.85,0.73,0.78,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,"November 18, 2014",2.66,2.3,0.045,0.34700000000000003,0.025,0.679,0.071,0.13,0.47200000000000003,0.08800000000000001,0.27399999999999997,0.5539999999999999,0.031,12.0,0.769,0.8759999999999999,0.314,0.972,02M308,329,0.81,0.88,0.86,0.58,0.86,,,,,,,,,,10002,40.716778000000005,-73.989337,3,1,18,1005283.0,1004080030.0
20,02M316,"Urban Assembly School of Business for Young Women,",High School,275,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.69,0.84,0.61,0.87,0.79,0.88,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,January 2017,2.72,2.27,0.033,0.142,0.0,0.708,0.073,0.109,0.524,0.022000000000000002,0.5710000000000001,0.335,0.015,12.0,0.591,0.833,0.511,0.951,02M316,232,0.75,0.83,0.24,0.49,0.81,1.0,,,,,,,,1.0,10004,40.70568,-74.013302,1,1,9,1000811.0,1000220013.0
21,02M374,Gramercy Arts High School,High School,534,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.64,0.68,0.56,0.64,0.8,0.78,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,January 2017,2.94,2.48,0.013000000000000001,0.152,0.0,0.642,0.039,0.08800000000000001,0.457,0.032,0.408,0.42700000000000005,0.069,3.0,0.667,0.8420000000000001,0.441,0.961,02M374,491,0.81,0.84,0.45,0.57,0.73,,,,,,,,,1.0,10003,40.735494,-73.987659,6,2,50,1017828.0,1008720057.0
22,02M376,NYC iSchool,High School,449,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.87,0.89,0.84,0.93,0.89,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"February 5, 2016",3.52,3.25,0.004,0.136,0.002,0.379,0.009000000000000001,0.049,0.223,0.078,0.185,0.29,0.37,4.8,0.774,0.929,0.196,0.9790000000000001,02M376,457,0.98,0.93,0.91,0.91,0.95,,,,,,,,,,10013,40.7244,-74.004625,2,3,37,1007378.0,1004910016.0
23,02M392,MANHATTAN BUSINESS ACADEMY,High School,432,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.83,0.72,0.9,0.82,0.87,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"March 3, 2015",2.78,2.41,0.069,0.201,0.0,0.695,0.07200000000000001,0.09300000000000001,0.537,0.032,0.255,0.6459999999999999,0.042,8.0,0.5670000000000001,0.865,0.436,0.982,02M392,423,0.86,0.87,0.83,0.77,0.88,,,,,,,,,2.0,10011,40.742867,-74.002136,4,3,89,1013096.0,1007420007.0
24,02M393,Business Of Sports School,High School,449,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.75,0.73,0.72,0.81,0.86,0.86,Well Developed,Proficient,Well Developed,Proficient,Proficient,,,,,,"January 22, 2015",2.53,2.25,0.085,0.249,0.002,0.732,0.073,0.131,0.579,0.02,0.312,0.633,0.02,8.0,0.818,0.8440000000000001,0.53,0.966,02M393,426,0.82,0.84,0.85,0.63,0.88,,,,,,,,,1.0,10019,40.76337,-73.990593,4,3,127,1026646.0,1010590015.0
25,02M399,The High School For Language And Diplomacy,High School,402,Not Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.64,0.58,0.55,0.54,0.71,0.69,Developing,Developing,Developing,Developing,Developing,,,,,,"May 26, 2016",2.76,2.58,0.10400000000000001,0.159,0.0,0.7020000000000001,0.075,0.129,0.473,0.294,0.20600000000000002,0.425,0.052000000000000005,1.4,0.645,0.82,0.514,0.961,02M399,327,0.81,0.82,0.49,0.72,0.76,,,,,,,,,1.0,10003,40.735494,-73.987659,6,2,50,1017828.0,1008720057.0
26,02M400,High School for Environmental Studies,High School,1227,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.81,0.81,0.7,0.85,0.79,0.86,Proficient,Developing,Developing,Proficient,Proficient,,,,,,"November 5, 2015",2.95,2.76,0.077,0.177,0.03,0.6859999999999999,0.065,0.084,0.526,0.13,0.163,0.629,0.065,1.4,0.708,0.852,0.386,0.9740000000000001,02M400,1194,0.8,0.85,0.84,0.67,0.84,,,,,,,,,1.0,10019,40.767790999999995,-73.987531,4,3,139,1026841.0,1010650001.0
27,02M407,Institute for Collaborative Education,High School,274,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.92,0.82,0.94,0.94,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"May 26, 2016",3.19,2.69,0.004,0.12,0.006999999999999999,0.292,0.022000000000000002,0.018000000000000002,0.153,0.069,0.172,0.153,0.5329999999999999,5.4,0.6920000000000001,0.9229999999999999,0.17300000000000001,0.9790000000000001,02M407,492,0.87,0.92,0.9,0.75,0.91,,,1.0,,,,,,2.0,10003,40.732447,-73.98303100000001,6,2,48,1020419.0,1009220008.0
28,02M408,Professional Performing Arts High School,High School,449,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.79,0.72,0.85,0.86,0.88,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"April 20, 2016",3.4,3.1,0.0,0.154,0.002,0.364,0.018000000000000002,0.069,0.165,0.06,0.23399999999999999,0.218,0.45899999999999996,12.0,0.9259999999999999,0.93,0.207,0.977,02M408,565,0.93,0.93,0.73,0.74,0.96,,,,,,,,,,10036,40.761448,-73.988019,4,3,127,1025092.0,1010380014.0
29,02M411,Baruch College Campus High School,High School,440,Exceeding Target,Meeting Target,Exceeding Target,Not Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.72,0.82,0.65,0.83,0.81,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,2015-04-30T00:00:00.000,3.67,3.68,0.005,0.155,0.002,0.35100000000000003,0.016,0.048,0.207,0.45,0.045,0.14300000000000002,0.33899999999999997,13.3,0.667,0.965,0.07,0.963,02M411,460,1.0,0.97,0.75,0.94,0.95,,,,,,,,,1.0,10010,40.741929999999996,-73.986521,5,2,56,1016745.0,1008550016.0
30,02M412,N.Y.C. Lab School for Collaborative Studies,High School,531,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.88,0.93,0.81,0.95,0.91,0.94,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,"January 7, 2015",3.64,3.52,0.004,0.179,0.002,0.26,0.011000000000000001,0.036000000000000004,0.145,0.213,0.055,0.149,0.51,10.8,0.825,0.943,0.131,0.9590000000000001,02M412,498,0.97,0.94,0.83,0.87,0.94,,,,,,,,,1.0,10011,40.742129,-74.00219799999999,4,3,83,1079152.0,1007410010.0
31,02M413,School of the Future High School,High School,456,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.85,0.76,0.84,0.86,0.86,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"December 16, 2014",3.36,3.09,0.009000000000000001,0.16399999999999998,0.002,0.34,0.009000000000000001,0.061,0.195,0.136,0.125,0.285,0.39,9.9,0.774,0.9390000000000001,0.14300000000000002,0.971,02M413,750,0.99,0.94,0.76,0.79,0.9,,,1.0,,,,,,1.0,10010,40.738952000000005,-73.985479,5,2,68,1018014.0,1008780016.0
32,02M414,N.Y.C. Museum School,High School,454,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Exceeding Target,0.74,0.63,0.72,0.63,0.75,0.74,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,December 2016,3.59,3.45,0.013000000000000001,0.106,0.0,0.5579999999999999,0.013000000000000001,0.059000000000000004,0.374,0.297,0.128,0.368,0.163,12.0,0.875,0.938,0.198,0.966,02M414,450,1.0,0.94,0.42,0.9,0.94,,,,,,,,,1.0,10011,40.742129,-74.00219799999999,4,3,83,1079152.0,1007410010.0
33,02M416,Eleanor Roosevelt High School,High School,543,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.89,0.89,0.86,0.94,0.92,0.94,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,April 2017,3.95,4.01,0.0,0.114,0.0,0.195,0.006999999999999999,0.011000000000000001,0.099,0.204,0.040999999999999995,0.109,0.634,9.0,0.8240000000000001,0.956,0.105,0.977,02M416,541,1.0,0.96,0.94,0.9,0.98,,,,,,,,,1.0,10021,40.770187,-73.953608,8,5,132,1045949.0,1014710005.0
34,02M418,Millennium High School,High School,659,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.85,0.87,0.82,0.88,0.81,0.89,Proficient,Developing,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,3.75,3.75,0.012,0.11800000000000001,0.003,0.40700000000000003,0.005,0.052000000000000005,0.263,0.41700000000000004,0.065,0.153,0.32899999999999996,5.0,0.816,0.9620000000000001,0.07,0.976,02M418,666,0.99,0.96,0.71,0.91,0.95,,,,,,,,,1.0,10004,40.704487,-74.011556,1,1,9,1000849.0,1000290070.0
35,02M419,Landmark High School,High School,380,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.81,0.72,0.84,0.86,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"April 16, 2015",2.53,2.13,0.068,0.237,0.008,0.7659999999999999,0.10800000000000001,0.11800000000000001,0.6,0.026000000000000002,0.33899999999999997,0.6,0.018000000000000002,4.9,0.885,0.8059999999999999,0.527,0.965,02M419,348,0.65,0.81,0.66,0.36,0.85,,,1.0,,,,,,2.0,10011,40.742867,-74.002136,4,3,89,1013096.0,1007420007.0
36,02M420,High School for Health Professions and Human Servi,High School,1792,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.84,0.78,0.82,0.77,0.86,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"April 7, 2016",3.05,2.89,0.067,0.132,0.009000000000000001,0.6559999999999999,0.046,0.075,0.488,0.203,0.172,0.535,0.081,7.8,0.86,0.9209999999999999,0.20800000000000002,0.9590000000000001,02M420,1819,0.94,0.92,0.88,0.72,0.93,,,,,,,,,2.0,10003,40.732447,-73.98303100000001,6,2,48,1020419.0,1009220008.0
37,02M422,Quest to Learn,High School,368,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.81,0.86,0.69,0.89,0.91,0.89,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,March 2017,2.89,2.4,0.038,0.304,0.008,0.521,0.043,0.128,0.34,0.098,0.223,0.413,0.231,1.0,0.564,0.875,0.353,0.968,02M422,586,0.84,0.88,0.72,0.56,0.74,,,,,,,,,2.0,10011,40.742867,-74.002136,4,3,89,1013096.0,1007420007.0
38,02M425,Leadership and Public Service High School,High School,608,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.79,0.87,0.7,0.84,0.83,0.9,Developing,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,January 2017,2.71,2.34,0.059000000000000004,0.188,0.016,0.7290000000000001,0.094,0.10400000000000001,0.561,0.051,0.29600000000000004,0.599,0.033,6.0,0.757,0.831,0.47600000000000003,0.9490000000000001,02M425,523,0.7,0.83,0.57,0.44,0.86,,,,,,,,,2.0,10006,40.708729999999996,-74.012332,1,1,13,1001035.0,1000510015.0
39,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High School,288,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.84,0.93,0.77,0.96,0.85,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"December 16, 2014",1.98,2.03,0.743,0.076,0.003,0.888,0.23600000000000002,0.406,0.37200000000000005,0.027999999999999997,0.038,0.91,0.024,7.0,0.609,0.855,0.462,0.953,02M427,269,0.52,0.86,0.78,0.43,0.82,,,,,,,,,2.0,10016,40.746176,-73.981241,5,2,72,1087537.0,1008897501.0
40,02M437,Hudson High School of Learning Technologies,High School,483,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.83,0.68,0.87,0.78,0.86,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,"February 24, 2015",2.65,2.36,0.09300000000000001,0.24,0.004,0.726,0.081,0.126,0.542,0.068,0.298,0.5760000000000001,0.037000000000000005,7.0,0.7709999999999999,0.792,0.5489999999999999,0.965,02M437,476,0.64,0.79,0.76,0.54,0.83,,,,,,,,,2.0,10011,40.742867,-74.002136,4,3,89,1013096.0,1007420007.0
41,02M438,International High School at Union Square,High School,362,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,0.87,0.9,0.84,0.9,0.82,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,December 2016,1.93,2.13,0.8370000000000001,0.033,0.003,0.9229999999999999,0.287,0.439,0.251,0.204,0.20199999999999999,0.511,0.08,1.8,0.889,0.868,0.369,0.9690000000000001,02M438,360,0.66,0.87,0.85,0.52,0.87,,,1.0,1.0,,,,,1.0,10003,40.735494,-73.987659,6,2,50,1017828.0,1008720057.0
